index	name	color
1	ctx-rh-lateralorbitofrontal_1	#7a4252
2	ctx-rh-lateralorbitofrontal_2	#27b71f
3	ctx-rh-lateralorbitofrontal_3	#fbb2cb
4	ctx-rh-lateralorbitofrontal_4	#7584d3
5	ctx-rh-lateralorbitofrontal_5	#c10778
6	ctx-rh-lateralorbitofrontal_6	#80ef3e
7	ctx-rh-lateralorbitofrontal_7	#da629e
8	ctx-rh-parsorbitalis_1	#d1fb79
9	ctx-rh-parsorbitalis_2	#45353e
10	ctx-rh-frontalpole_1	#86f889
11	ctx-rh-medialorbitofrontal_1	#d067c5
12	ctx-rh-medialorbitofrontal_2	#a73bd1
13	ctx-rh-medialorbitofrontal_3	#c8f579
14	ctx-rh-medialorbitofrontal_4	#b85626
15	ctx-rh-medialorbitofrontal_5	#d2e4b3
16	ctx-rh-parstriangularis_1	#21cbdb
17	ctx-rh-parstriangularis_2	#dd38c1
18	ctx-rh-parstriangularis_3	#f197c7
19	ctx-rh-parstriangularis_4	#488bb5
20	ctx-rh-parsopercularis_1	#c89571
21	ctx-rh-parsopercularis_2	#a045ee
22	ctx-rh-parsopercularis_3	#c6b0ec
23	ctx-rh-parsopercularis_4	#04c93d
24	ctx-rh-rostralmiddlefrontal_1	#632903
25	ctx-rh-rostralmiddlefrontal_2	#e3c2ae
26	ctx-rh-rostralmiddlefrontal_3	#c0ae34
27	ctx-rh-rostralmiddlefrontal_4	#50ae6b
28	ctx-rh-rostralmiddlefrontal_5	#402779
29	ctx-rh-rostralmiddlefrontal_6	#2e8e5e
30	ctx-rh-rostralmiddlefrontal_7	#305dd4
31	ctx-rh-rostralmiddlefrontal_8	#eb2c80
32	ctx-rh-rostralmiddlefrontal_9	#5a39e3
33	ctx-rh-rostralmiddlefrontal_10	#d4ed3e
34	ctx-rh-rostralmiddlefrontal_11	#af28fa
35	ctx-rh-rostralmiddlefrontal_12	#311d4d
36	ctx-rh-rostralmiddlefrontal_13	#ae4d52
37	ctx-rh-superiorfrontal_1	#5f49df
38	ctx-rh-superiorfrontal_2	#700eef
39	ctx-rh-superiorfrontal_3	#6ab9dc
40	ctx-rh-superiorfrontal_4	#69ffaf
41	ctx-rh-superiorfrontal_5	#6fe24b
42	ctx-rh-superiorfrontal_6	#25513c
43	ctx-rh-superiorfrontal_7	#52b27b
44	ctx-rh-superiorfrontal_8	#bb7016
45	ctx-rh-superiorfrontal_9	#2a4cce
46	ctx-rh-superiorfrontal_10	#2f48d4
47	ctx-rh-superiorfrontal_11	#2954fc
48	ctx-rh-superiorfrontal_12	#2851a5
49	ctx-rh-superiorfrontal_13	#4d037e
50	ctx-rh-superiorfrontal_14	#433f3a
51	ctx-rh-superiorfrontal_15	#ae897a
52	ctx-rh-superiorfrontal_16	#0a4039
53	ctx-rh-superiorfrontal_17	#27822b
54	ctx-rh-caudalmiddlefrontal_1	#3219e2
55	ctx-rh-caudalmiddlefrontal_2	#bfbd86
56	ctx-rh-caudalmiddlefrontal_3	#dca3c7
57	ctx-rh-caudalmiddlefrontal_4	#9baa08
58	ctx-rh-caudalmiddlefrontal_5	#c81b0e
59	ctx-rh-precentral_1	#3655a6
